0.000577645,0.001732935,0.001732935,0,9.63E-05,0,0,0,0,0.003273322,0,9.63E-05,1,0,0,0,0,0
0,0.001964286,0.004464286,0.000178571,0.021607143,0,0,0,0.015178571,0,0,0,0,0,0,0,0,0
0.015807479,0,0.000254081,0,0.000263156,0,0,0.001261332,0,0.001315778,0,0,0,0,1,0,0,1
0.032017981,0,3.50E-05,0,0.000148677,0.002999773,0,0.000734638,0,0.022808767,0,0,1,1,0,0,0,1
0.017704739,0.002542219,0.012529508,0.000544761,0.017069185,0,0,0,0.06419103,0.001634284,0,0,0,0,0,0,0,0
0,0.004402862,0.000275179,0.000275179,0.000137589,0.000550358,0,0,0.000275179,0,0.005503577,0,1,1,1,0,0,0
0,0.000382117,0,0.000764234,0.011081391,0,0,0,0.000764234,0,0.005349637,0.000382117,1,0,1,0,0,0
8.12E-05,0.000568551,0.0041423,0.000568551,0.002274204,0,0.001461988,0,0.012183236,0.000162443,0.005766732,8.12E-05,1,0,0,0,0,0
0.000772798,0,0.001545595,0,0.004636785,0,0,0,0,0,0,0,0,0,0,0,0,1
7.22E-05,0,4.01E-05,0,0.000152492,8.03E-06,0,5.62E-05,0,9.63E-05,0,0,1,1,0,0,0,1
0.002135231,0,0.000427046,0,0.020071174,0,0,0,0,0.001565836,0,0,1,0,1,1,0,1
0.002372479,0,0,0,0.00118624,0,0,0,0,0,0,0,1,1,1,0,1,0
0.001137656,0,0.008390216,0,0.009243458,0,0,0.000142207,0,0.002986348,0,0,1,0,1,0,0,1
0,0.001675042,0.00307091,0.001116695,0.018983808,0,0,0,0.016471245,0,0.001395868,0.000279174,1,0,0,0,0,0
0.000137137,0,0.000137137,0,0.008502468,0.000137137,0,0.000137137,0,0.000137137,0,0,1,0,0,0,0,0
0,0.004063205,0.007674944,9.03E-05,0.0303386,0,0.001896163,0,0.026546275,0,0.010925508,0.000361174,1,0,0,0,0,0
0.000211707,0.001164391,0.013020006,0,0.011326347,0.000105854,0,0,0.000105854,0.000211707,0.001587806,0,1,0,0,0,0,0
0,0,0.001565558,0,0.001565558,0,0,0,0,0,0,0.000391389,0,0,1,0,0,0
0,0.001845018,0.002767528,0,0.005535055,0,0,0,0,0,0,0,0,0,1,0,0,0
1.02E-05,0,0,2.03E-05,0,0.000477773,0,2.03E-05,0,1.02E-05,0,0,0,0,1,0,0,1
4.64E-05,0.000343489,0.000594144,0.00021352,0.00745465,0,0,0,0,1.86E-05,0.000603427,0.000891216,1,1,0,0,0,0
0,0.005025126,0.016511127,0.00143575,0.003589375,0,0.00143575,0,0.058147882,0,0.005743001,0.004307251,1,0,0,0,0,0
0,0.004994877,0.001793033,0.000768443,0.001536885,0,0,0,0.017930328,0,0.012295082,0,0,0,0,0,0,0
0,0,0.01889874,0,0.092860476,0,0,0,0,0,0.009799347,0,1,0,0,0,0,0
0.018326693,0,0,0,0.024701195,0,0,0,0,0.001593625,0,0,1,1,0,0,0,1
9.43E-05,0.003112327,0.001980572,0,0.00226351,0,0,0,0,0.000848816,0,0.000754503,1,0,0,1,0,0
0.010559744,0,0,0,6.45E-06,0.000322731,0,6.45E-05,0,0.008003718,0,0,1,0,0,0,0,1
0,0.000865801,0.004617605,0.002308802,0.003751804,0,0.000577201,0,0.0002886,0,0,0.002886003,1,0,0,0,0,1
0,0.003903201,0.012490242,0,0.00156128,0,0.00078064,0,0,0,0,0.00078064,1,0,0,0,0,0
4.00E-05,0.003680589,0.059289486,0,4.00E-05,0,0.009921587,0,4.00E-05,8.00E-05,0,0,1,0,1,0,0,0
0,0,0.000947423,0,0.008380298,0,0,9.77E-06,0,0,0,0,1,0,0,0,0,0
0,0,0.009946764,0,0.040627627,0,0,0,0.051274867,0.000140095,0.005603811,0.000140095,1,0,1,0,0,0
0.000316556,0.000316556,0.009496676,0,0.023108579,0,0.001899335,0,0,0,0,0,1,0,0,0,1,0
0.002630195,0,0.008679642,0,0.005917938,0,0.013282483,0,0,0.000526039,0,0,0,0,1,1,0,0
0,0.000372717,0.000372717,0,0,0,0,0,0.028699217,0,0.013790533,0,1,0,0,0,0,0
0.000193686,0,0,0,0,0,0,0.000193686,0,0,0,0,1,0,0,0,0,1
0.000119703,0.004069907,0.008858032,0,0,0.000837922,0,0,0,0.000119703,0,0,1,0,1,0,0,0
0.003274693,7.62E-05,0.007234788,0,0.000152311,0,0,0.000380778,7.62E-05,0.003579316,0,0,1,1,1,0,1,1
0,0.006906077,0.003453039,0,0.002762431,0,0,0,0.001381215,0,0.002071823,0,1,0,0,0,1,0
0,0,0.001641844,0,0.005629178,0.000820922,0,0,0.001641844,0,0,0.000469098,1,1,0,0,1,0
0.006920415,0,0,0,0,0.000692042,0,0,0,0.003460208,0,0,0,1,0,0,0,1
8.31E-05,0.004322886,0.001745781,0.000166265,0.003159032,0,8.31E-05,0,0,0.000166265,0.006068667,0,1,0,0,0,0,0
0.000149903,0.00059961,0.004197272,0,0.004946785,0,0,0,0,0.000149903,0.008244641,0,1,0,0,0,0,1
0,0.00020816,0.029766861,0,0.016860949,0,0.003955037,0,0,0.00020816,0,0,1,0,0,0,0,0
0.020319303,0,0,0,0,0,0,0,0,0.01233672,0,0,1,0,0,0,0,0
0,0,0.000421408,0,0.00337126,0.000421408,0,0.000421408,0.000421408,0,0,0,1,0,0,0,0,1
0,0,0.068978956,0,0.006430242,0,0,0,0,0,0,0.000194856,1,0,0,0,0,0
0.007795889,0,0.005669738,0.007795889,0.018426648,0,0,0.000708717,0,0.000708717,0,0,1,0,0,0,0,0
0.018921606,0,0.000305187,0,0.000561151,0.001004164,0,0.001496402,9.84E-06,0.012118885,0,0,1,0,0,0,0,1
9.94E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
0,0.003568879,0.02248394,0.003568879,0.014989293,0,0,0,0,0,0.015703069,0.001427552,1,0,1,0,0,0
0.000625,0,0,0,0,0,0.000625,0,0,0,0,0,1,0,1,0,0,0
0.00014518,0.00014518,0.056039489,0.010017422,0.018728223,0,0,0,0.033826945,0,0,0,1,0,0,0,0,0
0,0,0.000981997,0,0.001472995,0,0,0,0,0.000163666,0,0,1,0,0,0,1,0
0.002066116,0,0.001033058,0,0.001033058,0,0,0,0,0,0,0,1,0,0,0,0,1
